Index,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
613,20.89,24.39,0,440,0.003721425,0
614,20.945,24.39,0,440,0.003734112,0
615,21,24.39,0,444,0.003746836,0
616,20.89,24.39,0,439.5,0.003721425,0
617,20.89,24.39,0,440,0.003721425,0
618,20.89,24.39,0,440,0.003721425,0
619,20.89,24.29,0,442,0.003706077,0
620,20.89,24.34,0,445,0.003713751,0
621,20.85666667,24.35666667,0,447,0.00370865,0
622,20.89,24.39,0,446,0.003721425,0
623,20.89,24.34,0,445,0.003713751,0
624,20.89,24.39,0,445,0.003721425,0
625,20.89,24.29,0,443,0.003706077,0
626,20.89,24.29,0,442,0.003706077,0
627,20.84,24.245,0,444,0.003687739,0
628,20.89,24.39,0,443.5,0.003721425,0
629,20.89,24.29,0,441,0.003706077,0
630,20.85666667,24.26,0,441,0.003693843,0
631,20.89,24.29,0,444,0.003706077,0
632,20.89,24.29,0,445.5,0.003706077,0
633,20.89,24.29,0,441,0.003706077,0
634,20.89,24.29,0,445.3333333,0.003706077,0
635,20.89,24.2,0,442,0.003692263,0
636,20.89,24.29,0,442,0.003706077,0
637,20.89,24.2,0,446.5,0.003692263,0
638,20.85666667,24.16666667,0,444.3333333,0.003679548,0
639,20.89,24.2,0,445.5,0.003692263,0
640,20.89,24.2,0,441.5,0.003692263,0
641,20.865,24.175,0,447.25,0.003682724,0
642,20.89,24.2,0,448,0.003692263,0
643,20.89,24.175,0,447.25,0.003688426,0
644,20.89,24.2,0,439,0.003692263,0
645,20.89,24.15,0,440,0.003684589,0
646,20.89,24.2,0,440,0.003692263,0
647,20.89,24.1,0,445,0.003676916,0
648,20.89,24,0,438,0.003661569,0
649,20.945,24,0,438.5,0.00367405,0
650,21,24,0,440,0.003686568,0
651,20.945,24,0,446,0.00367405,0
652,20.945,24,0,447,0.00367405,0
653,20.92666667,24,0,447,0.003669885,0
654,20.89,24,0,445,0.003661569,0
655,20.89,24,0,446.5,0.003661569,0
656,20.945,24,0,446,0.00367405,0
657,20.89,23.89,0,453,0.003644688,0
658,21,23.89,0,451,0.003669572,0
659,21,23.84,0,448.5,0.003661847,0
660,21,23.82333333,0,444.6666667,0.003659272,0
661,21,23.79,0,447,0.003654121,0
662,21,23.79,0,447,0.003654121,0
663,21,23.79,0,445,0.003654121,0
664,21,23.79,0,446.5,0.003654121,0
665,21,23.79,0,446.5,0.003654121,0
666,21,23.7675,0,442.25,0.003650645,0
667,21,23.79,0,443,0.003654121,0
668,21,23.79,0,443,0.003654121,0
669,20.96333333,23.79,0,442.3333333,0.003645846,0
670,20.89,23.79,0,444.5,0.003629343,0
671,20.89,23.73,0,443.3333333,0.003620137,0
672,20.9175,23.7225,0,446.5,0.003625149,0
673,20.89,23.7,0,449,0.003615533,0
674,20.89,23.7,0,449.5,0.003615533,0
675,20.89,23.6,0,448.5,0.00360019,0
676,20.89,23.7,0,446,0.003615533,0
677,20.89,23.6,0,446,0.00360019,0
678,20.89,23.6,0,444,0.00360019,0
679,20.89,23.6,0,443.3333333,0.00360019,0
680,20.89,23.63333333,0,441.6666667,0.003605304,0
681,20.89,23.6,0,449.5,0.00360019,0
682,20.89,23.6,0,448.5,0.00360019,0
683,20.89,23.6,0,450,0.00360019,0
684,20.89,23.6,0,448.5,0.00360019,0
685,20.945,23.6,0,446.5,0.00361246,0
686,20.89,23.6,0,452.5,0.00360019,0
687,20.89,23.6,0,451,0.00360019,0
688,20.945,23.5,0,450.6666667,0.003597065,0
689,20.89,23.5,0,449,0.003584847,0
690,20.945,23.5,0,449,0.003597065,0
691,20.945,23.5,0,448.5,0.003597065,0
692,20.89,23.5,0,452,0.003584847,0
693,20.89,23.5,0,444,0.003584847,0
694,20.89,23.5,0,443.5,0.003584847,0
695,20.89,23.5,0,446,0.003584847,0
696,20.89,23.5,0,449,0.003584847,0
697,20.92666667,23.5,0,448,0.003592988,0
698,20.89,23.5,0,448,0.003584847,0
699,20.89,23.5,0,449,0.003584847,0
700,20.945,23.5,0,443,0.003597065,0
701,20.89,23.5,0,444.25,0.003584847,0
702,20.89,23.5,0,445.3333333,0.003584847,0
703,20.89,23.5,0,444.5,0.003584847,0
704,20.89,23.5,0,446.5,0.003584847,0
705,20.89,23.445,0,446,0.003576408,0
706,20.89,23.445,0,448.5,0.003576408,0
707,20.89,23.39,0,450,0.00356797,0
708,20.89,23.445,0,450.5,0.003576408,0
709,20.89,23.5,0,448,0.003584847,0
710,20.89,23.5,0,448.3333333,0.003584847,0
711,20.89,23.445,0,446.5,0.003576408,0
712,20.89,23.5,0,442.5,0.003584847,0
713,20.89,23.5,0,440.5,0.003584847,0
714,20.89,23.5,0,443,0.003584847,0
715,20.89,23.5,0,453,0.003584847,0
716,20.89,23.42666667,0,450,0.003573596,0
717,20.89,23.445,0,451,0.003576408,0
718,20.89,23.39,0,452.3333333,0.00356797,0
719,20.89,23.445,0,448,0.003576408,0
720,20.89,23.39,0,448,0.00356797,0
721,20.84,23.395,0,446.5,0.003557712,0
722,20.89,23.39,0,449,0.00356797,0
723,20.84,23.34,0,446.5,0.0035493,0
724,20.89,23.39,0,448,0.00356797,0
725,20.89,23.39,0,450.5,0.00356797,0
726,20.89,23.39,0,450.5,0.00356797,0
727,20.84,23.34,0,448,0.0035493,0
728,20.89,23.39,0,448,0.00356797,0
729,20.89,23.34,0,451,0.003560299,0
730,20.865,23.2925,0,450,0.00354752,0
731,20.89,23.34,0,448.5,0.003560299,0
732,20.85666667,23.26,0,449.5,0.003540716,0
733,20.89,23.29,0,446,0.003552629,0
734,20.89,23.29,0,443,0.003552629,0
735,20.89,23.29,0,443,0.003552629,0
736,20.89,23.29,0,448,0.003552629,0
737,20.84,23.245,0,448.5,0.003534771,0
738,20.89,23.29,0,448.5,0.003552629,0
739,20.89,23.29,0,448,0.003552629,0
740,20.89,23.29,0,450.5,0.003552629,0
741,20.89,23.2,0,451,0.003538822,0
742,20.89,23.2,0,453,0.003538822,0
743,20.89,23.2,0,449,0.003538822,0
744,20.89,23.2,0,448.5,0.003538822,0
745,20.89,23.2,0,448.5,0.003538822,0
746,20.89,23.15,0,448.5,0.003531152,0
747,20.89,23.15,0,453.5,0.003531152,0
748,20.84,23.075,0,451,0.003508774,0
749,20.89,23.1,0,451.3333333,0.003523482,0
750,20.89,23.1,0,452,0.003523482,0
751,20.89,23.1,0,452.5,0.003523482,0
752,20.85666667,23.06666667,0,450.5,0.00351112,0
753,20.89,23.1,0,445.6666667,0.003523482,0
754,20.89,23.1,0,449.5,0.003523482,0
755,20.89,23.1,0,450,0.003523482,0
756,20.89,23.1,0,454,0.003523482,0
757,20.89,23.1,0,452,0.003523482,0
758,20.89,23.1,0,453.75,0.003523482,0
759,20.89,23.1,0,448.5,0.003523482,0
760,20.89,23.1,0,447,0.003523482,0
761,20.89,23.1,0,447.75,0.003523482,0
762,20.89,23.1,0,452,0.003523482,0
763,20.89,23,0,454,0.003508143,0
764,20.84,23.05,0,455,0.003504952,0
765,20.89,23.1,0,455,0.003523482,0
766,20.85666667,23.06666667,0,449,0.00351112,0
767,20.89,23,0,449,0.003508143,0
768,20.89,23,0,452,0.003508143,0
769,20.89,23,0,449,0.003508143,0
770,20.79,22.89,0,450,0.003469731,0
771,20.79,22.89,0,452,0.003469731,0
772,20.84,22.945,0,449,0.003488896,0
773,20.79,22.89,0,448.3333333,0.003469731,0
774,20.79,22.84,0,448,0.003462109,0
775,20.79,22.84,0,449.5,0.003462109,0
776,20.79,22.89,0,454,0.003469731,0
777,20.79,22.89,0,452,0.003469731,0
778,20.79,22.89,0,454.5,0.003469731,0
779,20.7,22.89,0,454.5,0.003450445,0
780,20.745,22.84,0,454,0.003452476,0
781,20.7,22.89,0,454.5,0.003450445,0
782,20.745,22.84,0,454,0.003452476,0
783,20.79,22.79,0,458,0.003454488,0
784,20.7,22.79,0,455.5,0.003435287,0
785,20.7,22.79,0,452,0.003435287,0
786,20.76,22.79,0,458.3333333,0.003448077,0
787,20.7,22.79,0,460,0.003435287,0
788,20.7,22.79,0,455,0.003435287,0
789,20.7,22.79,0,455,0.003435287,0
790,20.73,22.79,0,449,0.003441677,0
791,20.7,22.79,0,459,0.003435287,0
792,20.7,22.7,0,457,0.003421646,0
793,20.73,22.7,0,454,0.003428011,0
794,20.7,22.7,0,452.5,0.003421646,0
795,20.7,22.7675,0,456.75,0.003431877,0
796,20.7,22.79,0,454.5,0.003435287,0
797,20.7,22.7,0,453.5,0.003421646,0
798,20.7,22.7,0,458,0.003421646,0
799,20.7,22.7,0,451.5,0.003421646,0
800,20.7,22.7,0,451,0.003421646,0
801,20.7,22.7,0,455.6666667,0.003421646,0
802,20.7,22.7,0,457.5,0.003421646,0
803,20.7,22.7,0,452,0.003421646,0
804,20.7,22.65,0,451,0.003414068,0
805,20.7,22.63333333,0,454.6666667,0.003411542,0
806,20.7,22.6,0,454.6666667,0.003406491,0
807,20.7,22.6,0,454.5,0.003406491,0
808,20.7,22.6,0,456,0.003406491,0
809,20.7,22.5,0,455,0.003391335,0
810,20.7,22.5,0,451.5,0.003391335,0
811,20.7,22.5,0,455,0.003391335,0
812,20.7,22.5,0,454.5,0.003391335,0
813,20.7,22.5,0,451.6666667,0.003391335,0
814,20.7,22.5,0,453.5,0.003391335,0
815,20.7,22.5,0,456.5,0.003391335,0
816,20.7,22.5,0,457,0.003391335,0
817,20.7,22.5,0,454,0.003391335,0
818,20.7,22.5,0,453.5,0.003391335,0
819,20.7,22.5,0,457,0.003391335,0
820,20.7,22.445,0,459,0.003383,0
821,20.7,22.5,0,459,0.003391335,0
822,20.7,22.39,0,454.75,0.003374666,0
823,20.7,22.39,0,457,0.003374666,0
824,20.7,22.39,0,458,0.003374666,0
825,20.7,22.39,0,449,0.003374666,0
826,20.7,22.39,0,451,0.003374666,0
827,20.7,22.39,0,457.5,0.003374666,0
828,20.7,22.39,356,457,0.003374666,1
829,20.7,22.4175,426,460.25,0.003378833,0
830,20.7,22.5,423.6666667,465.3333333,0.003391335,0
831,20.7,22.46333333,423.6666667,472.6666667,0.003385779,0
832,20.7225,22.5,419,470.75,0.003396065,1
833,20.73,22.5,419,472,0.003397643,1
834,20.7225,22.525,419,470.5,0.003399859,1
835,20.7675,22.65,411,478,0.003428371,1
836,20.79,22.79,411,492,0.003454488,1
837,20.815,22.8675,411,497.75,0.00347167,1
838,20.82333333,23.03333333,408.3333333,499,0.003498792,1
839,20.815,23.025,400,507,0.003495715,1
840,20.89,23.175,396,514.75,0.003534987,1
841,20.89,23.29,396,515,0.003552629,1
842,20.89,23.29,396,520.75,0.003552629,1
843,20.89,23.29,396,526,0.003552629,1
844,20.89,23.32333333,398.3333333,527,0.003557743,1
845,20.945,23.39,399.5,531.25,0.00358013,1
846,20.96333333,23.46333333,413,536,0.003595494,1
847,21,23.5,411,542.75,0.003609319,1
848,21,23.5,411,541,0.003609319,1
849,21,23.56666667,411,548.5,0.003619618,1
850,21,23.6,412.2,553.25,0.003624768,1
851,21,23.6,405,559.25,0.003624768,1
852,21,23.6,405,567.3333333,0.003624768,1
853,21,23.7,405,569,0.003640217,1
854,21,23.7,405,576,0.003640217,1
855,21.025,23.7225,405,578.75,0.003649329,1
856,21.025,23.7225,412,585.75,0.003649329,1
857,21.05,23.745,419,590,0.003658459,1
858,21.025,23.7225,419,590,0.003649329,1
859,21.1,23.76,419,587.6666667,0.003672112,1
860,21.075,23.72,419,594,0.003660236,1
861,21.03333333,23.66666667,419,602.3333333,0.003642565,1
862,21.075,23.7675,419,611,0.003667608,1
863,21.1,23.79,419,611.3333333,0.003676776,1
864,21.1,23.79,419,613,0.003676776,1
865,21.1,23.73,419,615,0.003667449,1
866,21.15,23.7225,419,615.75,0.003677624,1
867,21.2,23.745,419,620.5,0.003692515,1
868,21.2,23.79,419,630.6666667,0.003699555,1
869,21.2,23.79,419,640.5,0.003699555,1
870,21.26,23.85666667,423.6666667,641,0.00372375,1
871,21.29,23.865,422.5,650.75,0.00373196,1
872,21.29,23.89,422.5,650.5,0.003735893,0
873,21.29,23.89,419,651,0.003735893,1
874,21.32333333,23.92666667,428.3333333,654.6666667,0.003749364,1
875,21.29,24,424.6,664.25,0.003753199,1
876,21.34,24,426,675.4,0.003764793,1
877,21.29,24.05,429.5,675,0.003761065,1
878,21.29,24.1,419,679,0.003768932,1
879,21.315,24.175,426,685.5,0.003786568,1
880,21.29,24.2,419,689.3333333,0.003784666,1
881,21.29,24.2,433,692.75,0.003784666,1
882,21.34,24.15,433,695.5,0.003788467,1
883,21.32333333,24.1,433,693.3333333,0.003776691,1
884,21.29,24.1,433,694.25,0.003768932,1
885,21.34,24.2225,433,703,0.003799909,1
886,21.29,24.29,433,704.5,0.003798827,1
887,21.34,24.29,433,709,0.003810563,1
888,21.34,24.29,433,721.5,0.003810563,1
889,21.32333333,24.29,426.6666667,727,0.003806647,1
890,21.35666667,24.29,436.3333333,733,0.003814482,1
891,21.365,24.29,429,736.25,0.003816443,1
892,21.39,24.29,429,742,0.003822332,1
893,21.35666667,24.29,429,742.6666667,0.003814482,1
894,21.32333333,24.29,434,737,0.003806647,1
895,21.39,24.2675,444,739.25,0.003818769,1
896,21.32333333,24.29,444,752,0.003806647,1
897,21.39,24.29,444,753.75,0.003822332,1
898,21.365,24.2225,441.75,746.25,0.003805773,1
899,21.39,24.26,446,754.6666667,0.003817582,1
900,21.39,24.26,439,755.3333333,0.003817582,1
901,21.39,24.29,446.5,758.25,0.003822332,1
902,21.39,24.29,446,766.6,0.003822332,1
903,21.39,24.29,451.5,781,0.003822332,1
904,21.4175,24.315,455.25,785.5,0.003832783,1
905,21.39,24.29,447.3333333,789.6666667,0.003822332,1
906,21.445,24.34,444,787.5,0.003843257,1
907,21.46333333,24.35666667,455.6666667,787.6666667,0.003850253,1
908,21.5,24.39,454,782.5,0.003864276,1
909,21.5,24.39,457.3333333,782.3333333,0.003864276,1
910,21.5,24.39,454,786,0.003864276,1
911,21.5,24.35666667,465.6666667,786.6666667,0.003858962,1
912,21.5,24.365,465.5,785.25,0.003860291,1
913,21.5,24.29,469.6666667,788,0.003848335,1
914,21.525,24.5425,478.5,791.25,0.003894583,1
915,21.55,24.5175,471.25,808.75,0.003896587,1
916,21.6,24.39,473,812,0.00388815,1
917,21.6,24.55,484.5,811,0.003913817,1
918,21.7,24.7,482.5,817.75,0.003962194,1
919,21.7,24.69666667,487.5,833.25,0.003961656,1
920,21.7675,24.865,490,847.75,0.004005429,1
921,21.79,24.89,492,854,0.004015034,1
922,21.815,24.9175,497.25,863.5,0.004025682,1
923,21.84,25.0225,495.5,869.75,0.004048974,1
924,21.89,25.15,495.5,880,0.004082266,1
925,21.89,25.2,497,895.75,0.004090435,1
926,21.89,25.2,497,895.5,0.004090435,1
927,21.89,25.2925,495.5,910.75,0.004105549,1
928,21.9175,25.39,494,919.25,0.00412845,1
929,21.96333333,25.39333333,498.6666667,925.3333333,0.004140638,1
930,22,25.4725,504.25,933.75,0.004162997,1
931,22,25.5,506,936,0.004167521,1
932,22,25.519,505.75,939.375,0.004170647,1
933,22,25.538,505.5,942.75,0.004173773,1
934,22.025,25.5975,518.5,948.25,0.00418999,1
935,22.05,25.7475,508.5,961.5,0.004221183,1
936,22.06666667,25.79333333,503.6666667,969.3333333,0.004233077,1
937,22.06666667,25.89333333,496.3333333,973.6666667,0.004249601,1
938,22.1,25.92666667,503,986.3333333,0.004263823,1
939,22.1,25.945,506,994.5,0.004266859,1
940,22.1,26.075,489.5,1003.25,0.004288386,1
941,22.1,25.83,478,1006.666667,0.004247817,1
942,22.1,25.82333333,478,1009,0.004246713,1
943,22.1,25.8,483.25,998.75,0.00424285,1
944,22.1,25.8225,484,998,0.004246575,1
945,22.1,26.05,476,1008,0.004284246,1
946,22.1,26.1,486.5,1021,0.004292526,1
947,22.1,26.0725,476.25,1029.5,0.004287972,1
948,22.1,25.745,469,1025,0.004233743,1
949,22.1,25.79333333,459,1015,0.004241746,1
950,22.1,25.945,459,1011,0.004266859,1
951,22.1,26.03,459,1011.666667,0.004280934,1
952,22.125,26.025,460.25,1025,0.004286677,1
953,22.1,26.1,446.5,1026.75,0.004292526,1
954,22.1,26.1,466.5,1035,0.004292526,1
955,22.1,26.175,450.25,1032,0.004304946,1
956,22.1,26.2,439,1025.666667,0.004309086,1
957,22.1,26.1975,450.25,1026.5,0.004308672,1
958,22.1,26.2,454,1024,0.004309086,1
959,22.075,26.2,450.25,1023.5,0.004302479,1
960,22.075,26.2225,454,1026.5,0.0043062,1
961,22.1,26.29,454,1031.333333,0.004323991,1
962,22.1,26.29,454,1027,0.004323991,1
963,22.1,26.29,457.75,1031,0.004323991,1
964,22.1,26.35666667,462.3333333,1033,0.004335033,1
965,22.1,26.315,454,1037,0.004328132,1
966,22.1,26.39,456.5,1038,0.004340553,1
967,22.1,26.39,454,1034.5,0.004340553,1
968,22.1,26.39,461.5,1038.5,0.004340553,1
969,22.1,26.39,444,1037,0.004340553,1
970,22.1,26.5225,449.5,1037.5,0.004362499,1
971,22.125,26.4425,449.5,1032.75,0.004355927,1
972,22.1,26.47,449.5,1031.5,0.004353804,1
973,22.1,26.445,460,1039.25,0.004349663,1
974,22.1,26.5,453,1038,0.004358773,1
975,22.1,26.445,449.5,1040.25,0.004349663,1
976,22.1,26.5,449.5,1036.75,0.004358773,1
977,22.1,26.55,460,1045.5,0.004367054,1
978,22.1,26.5,453,1038,0.004358773,1
979,22.1,26.5,454.75,1041.75,0.004358773,1
980,22.1,26.6,449.5,1047.5,0.004375336,1
981,22.1,26.6,449.5,1045.5,0.004375336,1
982,22.1,26.575,449.5,1041.5,0.004371195,1
983,22.15,26.6,449.5,1043,0.004388782,1
984,22.1,26.7,455.5,1049,0.004391901,1
985,22.1,26.66666667,454,1048,0.00438638,1
986,22.1,26.675,454,1047,0.00438776,1
987,22.1,26.625,469,1047.4,0.004379478,1
988,22.1,26.65,469,1050,0.004383619,1
989,22.1,26.625,464,1047.75,0.004379478,1
990,22.1,26.65,469,1047,0.004383619,1
991,22.1,26.64,469,1048.25,0.004381962,1
992,22.1,26.63333333,459,1044,0.004380858,0
993,22.1,26.6,459,1036.5,0.004375336,0
994,22.05,26.575,469,1039,0.004357799,0
995,22.05,26.55,469,1039,0.00435367,0
996,22.025,26.4425,469,1034.25,0.004329269,1
997,22.05,26.34,469,1024.5,0.004318995,1
998,22,26.29,469,1024.75,0.004297525,1
999,22,26.29,469,1024,0.004297525,1
1000,22,26.23,469,1021.666667,0.004287649,1
1001,22.06666667,26.26,464,1016,0.004310195,1
1002,22.05,26.245,454,1009,0.00430331,1
1003,22.075,26.2925,454,1006.25,0.004317775,1
1004,22.1,26.29,454,1007.5,0.004323991,1
1005,22.1,26.245,461.5,1008,0.004316539,1
1006,22.1,26.245,461.5,1002.5,0.004316539,1
1007,22.1,26.245,464,999,0.004316539,1
1008,22.1,26.245,459,1006,0.004316539,1
1009,22.1,26.2,469,1003,0.004309086,1
1010,22.08,26.216,461.5,1006.5,0.004306446,1
1011,22.1,26.2,454,1014,0.004309086,1
1012,22,26.1,454,1009,0.004266253,1
1013,22.08,26.18,454,1009.6,0.004300492,1
1014,22.025,26.125,454,1010.5,0.004276929,1
1015,22,26.175,454,1012.5,0.004278597,1
1016,22.03333333,26.23,454,1013.666667,0.004296435,1
1017,22.075,26.2675,454,1023.25,0.004313641,1
1018,22,26.2,439,1025,0.004282712,1
1019,22.075,26.29,444.25,1022,0.004317361,1
1020,22.06666667,26.35666667,453,1024,0.004326172,1
1021,22.05,26.34,450.25,1030.5,0.004318995,1
1022,22.06666667,26.35666667,454,1032,0.004326172,1
1023,22.075,26.3425,454,1033,0.004326043,1
1024,22.025,26.34,469,1031,0.004312371,1
1025,22.025,26.315,463,1039,0.004308249,1
1026,22.03333333,26.39,471,1044.333333,0.004322825,1
1027,22.075,26.365,464,1039.5,0.004329763,1
1028,22.075,26.365,464,1044,0.004329763,1
1029,22.06666667,26.42666667,464,1044.666667,0.004337742,1
1030,22.06666667,26.46333333,474,1051,0.004343802,1
1031,22.1,26.5,479,1047,0.004358773,1
1032,22.1,26.5,465.25,1054,0.004358773,1
1033,22.1,26.5,469,1063.75,0.004358773,1
1034,22.1,26.5,464,1063.5,0.004358773,1
1035,22.1,26.525,466.75,1061.25,0.004362913,1
1036,22.1,26.6,465.6666667,1065.666667,0.004375336,1
1037,22.1,26.6,464,1073.25,0.004375336,1
1038,22.1,26.6,459,1083.666667,0.004375336,1
1039,22.1,26.6,454,1082,0.004375336,1
1040,22.13333333,26.6,454,1077,0.004384296,1
1041,22.1,26.6,454,1077.333333,0.004375336,1
1042,22.175,26.6,454,1079.5,0.004395519,1
1043,22.175,26.6,450.25,1077.75,0.004395519,1
1044,22.175,26.6,442.75,1067.75,0.004395519,1
1045,22.175,26.6,439,1070.25,0.004395519,1
1046,22.2,26.6,439,1070.333333,0.004402265,1
1047,22.2,26.6,449.5,1075.5,0.004402265,1
1048,22.2,26.6,454.75,1076.5,0.004402265,1
1049,22.2,26.6,448,1068,0.004402265,1
1050,22.2,26.6,444,1071.5,0.004402265,1
1051,22.15,26.6,444,1075.75,0.004388782,1
1052,22.15,26.6,444,1073.25,0.004388782,1
1053,22.2,26.6,454.6666667,1069,0.004402265,1
1054,22.175,26.675,460,1062.5,0.004408,1
1055,22.2,26.7,460,1066.25,0.004418932,1
1056,22.2,26.76333333,449.3333333,1060,0.004429489,1
1057,22.16666667,26.85666667,444,1077,0.004435966,1
1058,22.2,26.79,444,1091.75,0.004433934,1
1059,22.2,26.85666667,444,1097.333333,0.004445046,1
1060,22.175,26.9175,440.25,1096.75,0.00444836,1
1061,22.2,26.9175,444,1104,0.004455187,1
1062,22.2,26.89,454.6666667,1105,0.004450603,1
1063,22.2,26.9725,449.5,1104.75,0.004464356,1
1064,22.2,27,454,1108.666667,0.00446894,1
1065,22.2,27,454,1116.25,0.00446894,1
1066,22.2,27,454,1120.666667,0.00446894,1
1067,22.2,27.025,457.75,1127.25,0.004473108,1
1068,22.2,27,454,1134.25,0.00446894,1
1069,22.2,27,454,1131.25,0.00446894,1
1070,22.2,27.05,454,1131,0.004477275,1
1071,22.2,27,454,1129.75,0.00446894,1
1072,22.2,27.06666667,454,1137.333333,0.004480054,1
1073,22.2,27,449.5,1136.5,0.00446894,1
1074,22.2,27.075,460,1129,0.004481443,1
1075,22.2,27.1,444,1126.5,0.004485611,1
1076,22.2,27.075,444,1133.25,0.004481443,1
1077,22.2,27.06666667,444,1139,0.004480054,1
1078,22.2,27.1,444,1137,0.004485611,1
1079,22.175,27.1,444,1136.75,0.004478736,1
1080,22.2,27.1,444,1131.25,0.004485611,1
1081,22.2,27.03333333,444,1132.333333,0.004474497,1
1082,22.2,27,444,1127.5,0.00446894,1
1083,22.2,27.025,444,1114.5,0.004473108,1
1084,22.2,27.1,460,1121.25,0.004485611,1
1085,22.2,27.1,460,1124,0.004485611,1
1086,22.175,27.175,454.75,1127.25,0.004491221,1
1087,22.175,27.125,460,1136,0.004482898,1
1088,22.175,27.125,458.5,1127.75,0.004482898,1
1089,22.2,27.1,461.5,1122.5,0.004485611,1
1090,22.2,27.1,464,1118,0.004485611,1
1091,22.2,27.1,465.6666667,1110,0.004485611,1
1092,22.2,27.075,481.5,1115,0.004481443,1
1093,22.2,27.1,474,1119.75,0.004485611,1
1094,22.2,27,486.5,1114,0.00446894,1
1095,22.175,27,471.5,1104.75,0.004462091,1
1096,22.2,27.06666667,474,1099.333333,0.004480054,1
1097,22.2,27,481.5,1097.75,0.00446894,1
1098,22.2,26.945,489,1093.5,0.004459771,1
1099,22.2,27,504,1088,0.00446894,1
1100,22.2,27,502.3333333,1083.666667,0.00446894,1
1101,22.2,27,524,1085.5,0.00446894,1
1102,22.2,26.96333333,550,1086.5,0.004462827,1
1103,22.2,26.84,554.2,1081.8,0.004442268,1
1104,22.26,26.85666667,562.3333333,1081,0.004461432,1
1105,22.29,26.865,568.5,1063.25,0.004471042,1
1106,22.315,26.865,606.5,1063,0.004477898,1
1107,22.39,26.79,696.5,1078,0.004485874,1
1108,22.39,26.9725,657.25,1086,0.004516655,1
1109,22.42666667,27,744,1098.333333,0.004531459,1
1110,22.4725,26.89,708.75,1099,0.004525545,1
1111,22.53333333,26.82333333,607,1092.333333,0.004531083,1
1112,22.575,26.84,660,1093.5,0.004545492,1
1113,22.6,26.79,688.5,1100.5,0.004543905,1
1114,22.6,26.815,558,1102,0.004548177,1
1115,22.6,26.85666667,661.3333333,1105,0.004555296,1
1116,22.675,26.89,665.5,1111.25,0.004581955,1
1117,22.66666667,26.96333333,647.6666667,1108.333333,0.004592203,1
1118,22.7,27.075,638,1124.25,0.004620769,1
1119,22.7225,26.7475,558,1125.25,0.004570746,1
1120,22.7,26.89,534,1106,0.004588962,1
1121,22.7,26.89,520,1110.333333,0.004588962,1
1122,22.7,26.9175,513.5,1117.5,0.00459369,1
1123,22.7,26.89,531.25,1120,0.004588962,0
1124,22.7,26.89,539,1113.666667,0.004588962,0
1125,22.7,26.89,545.75,1104.75,0.004588962,0
1126,22.675,26.865,604.75,1103.25,0.004577664,0
1127,22.7,26.815,597.25,1102.75,0.004576069,0
1128,22.7,26.7,528,1090,0.0045563,0
1129,22.7,26.7,521,1086.25,0.0045563,0
1130,22.7,26.66666667,535.6666667,1083.666667,0.00455057,0
1131,22.675,26.575,533.25,1078.5,0.00452789,0
1132,22.65,26.55,523.75,1064.75,0.004516692,0
1133,22.66666667,26.56666667,524,1053,0.004524155,0
1134,22.65,26.55,521,1051,0.004516692,1
1135,22.625,26.4975,536.25,1041,0.004500811,1
1136,22.6,26.39,548.3333333,1039,0.004475572,1
1137,22.625,26.4975,565.75,1037.5,0.004500811,1
1138,22.625,26.525,584.5,1043,0.004505516,1
1139,22.6,26.5,535,1046.333333,0.004494363,1
1140,22.6,26.5,546.3333333,1045.333333,0.004494363,1
1141,22.6,26.5,630.5,1035.75,0.004494363,1
1142,22.63333333,26.46,570.6666667,1029.666667,0.004496686,1
1143,22.65,26.495,630,1034,0.004507267,1
1144,22.675,26.525,732.75,1038.5,0.004519309,1
1145,22.7225,26.4725,686.25,1027,0.004523411,1
1146,22.76,26.39,635.5,1022,0.004519554,0
1147,22.85666667,26.32333333,676,1024.75,0.004534741,0
1148,22.89,26.245,567.25,1020,0.004530356,0
1149,22.89,26.2,582.5,1015.5,0.004522532,0
1150,22.89,26.1,618.75,1007,0.004505145,0
1151,22.89,26.175,579.25,997.5,0.004518185,0
1152,22.89,26.13333333,590.3333333,1002,0.00451094,0
1153,22.89,26.1,584.5,1000,0.004505145,0
1154,22.89,26,564,997.75,0.004487759,0
1155,22.89,25.945,534,987,0.004478198,1
1156,22.84,25.9175,496.5,983,0.004459787,1
1157,22.82333333,25.85666667,340.6666667,983,0.00444472,1
1158,22.79,25.865,38.75,979,0.004437124,0
1159,22.79,25.82333333,31,977,0.004429925,0
1160,22.79,25.9725,26.75,961.5,0.004455697,0
1161,22.745,26,22,963.25,0.004448207,0
1162,22.7,26,13,974,0.004435995,0
1163,22.7,26.075,31,965.25,0.004448882,0
1164,22.66666667,26.06666667,32.66666667,962.3333333,0.0044384,0
1165,22.6,26.05,33.5,957,0.004417501,0
1166,22.6,26.1,28,949.5,0.00442604,0
1167,22.56666667,26.1,31,950.3333333,0.004417027,0
1168,22.525,26.1,33.5,949.5,0.004405783,0
1169,22.5,26.1,31,948.75,0.004399048,0
1170,22.5,26.1,31,944,0.004399048,0
1171,22.4175,26.05,33.5,934.5,0.004368445,0
1172,22.39,26.1,33.5,931.75,0.004369525,0
1173,22.39,26.1,28.66666667,928.6666667,0.004369525,0
1174,22.39,26.1,46,930.5,0.004369525,0
1175,22.39,26.1,53,923.25,0.004369525,0
