ph,Hardness,Solids,Chloramines,Conductivity,Organic_carbon,Turbidity,Potability
7.58194468,193.2864626,21675.68287,9.82149852,414.8109854,16.10916917,4.833345774,1
9.850054687,208.740232,35289.23711,8.350110052,462.4801989,10.10514594,4.521836127,1
5.225683807,185.050444,16276.3986,6.617097554,394.6348677,7.817811637,3.695746982,1
9.663653196,233.487268,13213.57825,10.14993691,326.777803,10.43961937,4.741944305,1
,158.7629592,26210.11601,4.088762947,354.8470533,16.00671093,5.010163393,1
7.935607325,207.0168521,19657.84331,8.604504846,358.8490033,21.22812724,3.619650737,1
8.92814208,197.6485302,27884.43425,8.968576039,317.5326799,21.49786644,4.111101546,1
6.920342899,207.8213631,16689.7996,10.03114637,481.9558771,9.77189594,3.266213475,1
10.53809844,200.1398287,13867.2442,7.365015093,340.8088228,17.07312308,3.823092676,1
5.729302912,162.8575851,34573.67879,5.654856361,297.6313652,13.99084222,3.556394812,1
5.335688809,178.6401187,37993.18275,9.772521848,465.0727958,14.83425698,3.921976381,1
,177.1740208,38977.3308,5.477161308,484.1729533,12.30010681,3.261591731,1
6.769834881,177.173258,34596.00187,2.86607303,389.5162861,17.26807363,3.655789569,1
6.848329601,195.4514824,15908.64209,6.241348598,404.2048592,18.93733758,3.732202018,1
,231.1598241,12856.72862,6.977018583,392.5169018,13.21722269,3.30829418,1
,205.0887889,27064.41841,7.398378636,409.5018417,18.52179155,4.599572634,1
,155.8643817,28224.77418,8.366722755,421.3437362,18.7786961,4.930189986,1
8.589202344,233.7279746,7263.056749,6.95330778,258.880209,8.986363424,4.041445671,1
8.473649323,182.9971987,36412.48826,6.144665655,414.3080549,14.25535626,3.487816307,1
7.591346094,199.2553218,25383.76518,7.924616265,416.4456175,20.11882693,4.515150114,1
8.137767883,203.8618673,24172.70331,6.844017626,470.8362645,19.23296141,5.003825786,1
5.35256598,150.4952143,27795.73204,5.464057648,422.4225087,16.14451044,4.779187009,1
7.998090254,241.0002765,9609.740605,9.842346073,428.8823659,14.99056698,2.626546784,1
11.89807803,228.1326732,8296.550611,9.899636695,500.1692103,15.48686237,3.024968487,1
7.442536475,180.8590906,18223.02708,8.577249577,564.7934853,14.76833656,2.191138422,1
5.140800528,209.3585612,21407.61429,4.415975931,378.8971896,2.2,4.192257449,1
,242.4134292,9783.368727,6.400151956,351.9973602,10.40725749,4.626701023,1
6.947915534,219.5943849,10337.5417,10.414781,453.1519381,14.21379885,3.685079273,1
9.622105987,182.9097278,30307.21767,5.657004243,573.3304971,17.69971822,3.975571849,1
5.361211666,171.315543,24709.72886,4.184890692,490.658747,15.12267225,1.81252894,1
4.909518983,186.1907032,13652.60203,9.318247597,460.5667219,12.15945691,3.785506644,1
6.376408434,182.1210382,33046.72761,5.351533189,350.2363264,7.59251575,5.404045773,1
3.94012546,163.1716531,25911.32168,4.138540037,487.9851851,17.75170539,3.478004808,1
6.916825973,210.8604386,29263.55407,6.011610979,392.3635858,12.89221011,4.598622246,1
9.146557556,226.0934249,6787.48466,9.241762922,459.5690214,14.11047624,3.210881939,1
10.26841472,225.0742181,14694.42062,6.722842909,353.6309129,13.55379641,5.199864588,1
8.787667941,232.4626372,7035.133797,9.306448972,415.6248817,12.05141657,3.489945595,1
7.36876853,213.1970192,18452.02299,8.292444792,496.270851,10.54509177,3.813881276,1
9.352719753,207.4651604,23558.55475,6.504916049,420.5945919,10.98668253,3.398264165,1
9.393148442,215.0513646,20592.25894,10.08953715,447.0744599,10.77863263,4.665681059,1
7.296572875,197.6469506,22535.08516,9.288199605,353.0629066,6.039669028,4.679168643,1
8.900864697,211.3068119,9592.151333,8.863272376,333.7753271,18.26795085,4.51875067,1
8.107244313,228.1718587,18364.83142,6.185947771,369.9031987,14.61342264,4.688271256,1
7.804368874,216.6738691,14160.68677,6.060143582,468.2125374,15.14754698,4.075556975,1
4.666148131,171.2887001,35680.06788,4.894373617,501.9028641,14.21062445,4.556863752,1
10.90507641,207.0048366,16099.1519,8.186478946,575.3090369,17.55687962,3.720264379,1
4.739548767,162.2468857,27215.90274,2.862535374,437.2175902,15.13047649,2.942348225,1
9.869231935,223.7726613,29549.65882,7.716922923,356.1819159,14.20266406,4.736849577,1
,182.5822278,19575.47536,10.04838322,383.4909539,19.48294518,4.32920405,1
5.827541212,191.0049304,25863.34324,4.823831505,370.3572882,18.36185806,3.179128741,1
0.989912213,133.2169416,16922.8539,9.293288644,322.2911912,10.43007634,5.160603788,1
,235.2405873,10443.79653,7.605518818,319.8429301,8.286550373,3.900508521,1
9.485832873,218.7382355,15357.83337,8.534458442,429.6222122,15.6211387,3.221129819,1
6.435722717,214.7246693,9363.853988,9.997623567,508.345207,12.92586966,4.925339107,1
6.365497241,205.0565358,7040.737621,11.30283119,371.579634,16.35285801,5.125416576,1
,202.4751623,23828.20768,5.531684613,414.6176551,13.79765641,5.266367539,1
5.452214926,199.2284675,14446.81239,7.689190529,469.1319513,14.02050742,5.19053381,1
,215.9665791,21852.43794,7.457514884,364.7010954,11.38320988,5.076362464,1
5.433466239,177.8283023,31421.73163,4.58413391,490.2846741,16.06643903,2.871196031,1
7.374775414,217.6986438,12285.89148,10.038245,358.9832544,16.29371561,3.592264728,1
,175.7085533,25954.03176,6.229321818,379.2906459,13.63691003,2.951395753,0
5.226941884,177.3196034,28398.5542,6.294517393,328.3874298,18.46309476,2.259550289,0
4.594209164,185.6328581,27981.09119,6.761683214,380.7232523,13.98383301,4.917909887,0
6.784133024,212.4423382,12827.62101,7.403641894,328.0335757,10.86177527,5.035822844,0
6.400256164,172.2990001,15936.24736,4.935997766,435.4056098,11.0756218,4.561493819,0
6.839415898,166.8669704,28508.6378,7.238828645,460.7659944,11.37873797,2.854526552,0
6.901863449,164.7234862,20442.61501,5.163931373,468.4163498,10.36262263,4.047907292,0
,191.5548152,22462.11329,8.18625838,349.954534,17.24730722,5.260301115,0
7.888843574,228.4883938,15824.78873,8.388944214,423.6627075,17.63036246,3.630523985,0
5.527633483,218.5189231,22095.63716,6.436288161,412.8676105,12.64013548,4.59113705,0
6.492403122,234.914512,18607.21319,8.620697295,442.1042076,14.11682361,4.383394692,0
6.684699737,193.8409311,34157.18447,9.87657405,498.0639962,8.818756567,4.030659831,0
,196.3346728,24108.12755,7.8431436,428.7706104,10.28767317,5.034682957,0
6.223677775,238.0842107,22423.49521,9.3367738,474.6653317,14.02776594,3.919575057,0
4.758648347,203.5378325,23603.06542,7.667128479,288.9124568,18.06495658,4.405508764,0
7.440825031,183.3627126,17259.8523,4.610244692,452.9952928,9.700906283,2.496342612,0
8.054885744,200.943484,12642.06595,7.309821639,446.7484416,14.94908037,3.514097775,0
7.061830972,215.946322,24991.76602,9.138390839,431.4246894,12.95044416,4.299018587,0
,214.7378307,12666.00532,7.09269132,319.4230515,15.43383428,5.00587853,0
7.611609817,222.2522695,25063.68301,8.561123755,505.2654826,18.27375696,2.87326121,0
4.691438315,200.8894064,32182.26232,8.571649638,516.8516225,12.40443875,2.730792274,0
8.064170137,209.8393334,8712.002588,8.591510126,338.8481579,18.72131157,3.246077223,0
4.292966858,212.8086454,30434.26912,8.630313014,382.922363,15.77992197,2.804923583,0
7.865756954,184.9129171,16147.00195,7.321343443,505.9128645,11.09284167,3.738618343,0
9.085637102,238.221968,9001.658753,9.820230919,381.3465821,19.19574006,2.544020276,0
6.592442508,242.4804727,9381.239931,7.303183678,440.6011346,14.0272968,3.060827354,0
7.032818726,168.8223953,29370.26418,5.390593423,521.7808842,21.11924925,3.633373289,0
8.990317234,195.8090284,23728.29401,7.50830529,551.5403898,15.25439184,4.494544339,0
8.561218924,205.3668311,16686.31276,8.159299081,347.8409649,18.89313661,2.813888599,0
6.739157692,156.4827594,30950.6811,6.543089824,425.2888367,11.65345775,5.214484016,0
,209.4268373,20827.98384,6.59137114,567.6041514,17.95484851,4.23825298,0
6.492627157,213.0653848,34314.08709,9.041146085,313.254743,11.13531183,3.378778493,0
6.753128353,191.9829945,18222.93196,3.920973662,389.7424621,9.689143568,5.102516757,0
5.039373609,142.860598,40829.35317,7.27154271,386.8030566,16.82377293,4.957419783,0
8.296344056,198.1970512,17468.9998,8.262903987,294.3251422,18.02609815,5.400810789,0
5.455599352,152.3867347,37620.24847,5.783579819,343.4175878,14.40165409,4.476348715,0
7.918183321,224.1520045,20012.17298,9.008726094,421.8900828,22.18784921,4.764193594,0
5.01804587,194.6681671,27317.09944,6.155483653,313.4779593,10.4074788,5.035153707,0
6.495435285,252.0109026,32775.63258,8.479302,330.0450518,9.854011285,3.39047054,0
,203.0502439,28184.90053,7.076633582,445.7007612,19.77536713,4.456104061,0
8.783167624,218.0328398,16183.58665,7.390474096,389.0216156,16.35452024,4.274136884,0
,184.7506979,28499.10733,6.550031094,381.5016036,11.04440513,3.403269587,0
8.159666704,215.6482163,17068.29886,8.769621767,459.5411588,14.19254435,2.957194849,0
7.685396843,230.3357076,7324.701425,7.991366183,492.8503914,14.2339516,4.179187128,0
7.762020745,173.636742,15548.41667,5.018671102,520.6407738,11.14770411,3.256301329,0
7.207931097,204.0103465,18493.87218,5.557863756,437.5120421,12.99459554,4.705561884,0
6.9870415,169.7271158,19472.62433,5.017698088,425.670964,17.31468113,4.475161103,0
4.692196563,221.5477734,24211.63077,9.363249825,406.551667,12.61825178,4.009006062,0
,219.7257126,9840.78282,8.513654609,396.8056521,12.42876341,3.183435323,0
4.059431468,200.3830795,25770.00672,8.342129767,414.157826,11.08483406,4.330321564,0
8.389945659,213.6656848,17674.70615,8.348814761,471.3698805,19.30124821,3.569717312,0
10.69553249,220.4510783,10571.77038,6.521422285,414.2560865,14.7748006,4.154845328,0
6.791696907,175.8943459,21467.95087,7.101223816,427.2397403,12.55698319,2.817391374,0
9.953952112,232.9490019,3773.281147,9.979849622,339.8830287,18.34359021,4.052905069,0
,218.9864062,9836.401847,7.064672495,386.3452475,15.54796357,3.837256627,0
4.489783796,188.2519391,14906.04792,8.486030243,518.5852526,11.22657799,3.776225631,0
8.020869103,175.8736762,21759.36393,7.48727812,428.6609649,4.966861619,3.442121236,0
5.090035332,174.2663575,34094.05718,6.741909445,526.3610816,17.10756313,4.83886228,0
6.466874709,214.3372704,14848.12949,7.054937966,304.9563717,12.18082601,3.408168792,0
6.702496216,208.5537845,29057.22762,7.029491111,361.9477582,10.61458159,4.267952934,0
5.766204134,179.5726525,27700.12195,6.198937219,536.2686727,12.82812074,4.47201817,0
6.571099217,207.741025,23372.88265,6.280195162,497.9023198,12.87480498,4.555949236,0
8.509220049,200.3043481,10587.30493,6.392545064,585.2226284,11.79899055,2.519891581,0
5.953981878,186.4570837,32241.07961,8.439680712,416.0909979,14.63892652,4.071916487,0
5.403196492,185.6435227,27509.89342,8.257587185,587.3786921,10.02403918,3.871463111,0
5.596929951,162.7246723,23930.37455,7.45655651,535.3395605,19.17473871,3.506764606,0
10.63290961,198.3780118,12958.74846,7.135496644,522.0278703,16.7221946,3.722454851,0
4.916819229,162.4567843,22829.12321,4.024455657,541.7723151,11.58014075,3.836703239,0
7.183095932,200.368159,13501.67797,7.982096708,617.5409065,11.17654813,3.806539439,0
5.923441415,167.6586022,25951.55404,6.296103203,471.8575107,15.77046418,4.10736363,0
7.377036504,175.0082757,15340.95184,6.144844982,579.4618244,11.91573964,4.531658688,0
7.833495881,220.9574326,28338.98146,9.370848444,462.1424242,15.33300458,5.580829963,0
4.745764371,186.3031371,33153.81298,8.840473501,296.9641017,14.78431358,3.699146259,0
9.055825785,196.4758989,20226.28794,5.838594348,342.3594105,12.81363426,5.45691283,0
5.492155983,176.2714037,26422.09789,8.072933638,500.9387879,7.609797727,3.294129366,0
4.487517479,199.0514027,36860.4689,9.751560797,390.5669453,8.123470112,2.765722248,0
7.027185659,185.3207014,30988.97302,8.600477187,326.2690802,9.982010229,5.35304334,0
10.20064451,182.0806013,8016.202938,5.567500642,291.6002828,13.46992402,5.174719759,0
6.784279329,140.3667086,17569.57982,4.084932416,374.18184,10.63423012,4.045547056,0
8.080415244,166.8917001,18136.12886,6.86755296,600.937203,16.30779009,4.070824292,0
,191.348259,14017.37207,6.490700311,423.9783892,11.86324832,4.167336457,0
7.344975869,182.3069422,5689.804405,6.764349993,360.1844731,20.4839023,3.418763195,0
5.923739955,200.5612126,33306.01254,7.430037413,399.9483325,13.79786968,3.884460371,0
8.285395275,196.5520678,19096.82237,7.357857255,388.941163,14.15147307,5.438487907,0
5.949518764,160.4426313,16898.8083,6.04590644,451.0127884,16.3599511,4.072197622,0
,192.2021681,34160.92514,8.963155528,474.7817344,15.90527043,2.998335472,0
,215.9971166,35971.02511,10.03050816,558.108549,14.33780438,2.934137001,0
5.296578804,220.0808324,39537.08646,9.232766062,393.3886033,10.58333615,3.918469801,0
10.28206797,198.5463635,8108.297322,5.548407104,568.0789802,15.66169229,4.572923004,0
7.016836113,167.3621871,18014.9957,5.903058231,471.4843946,10.69258799,4.101397991,0
6.871607245,197.5170934,19557.99372,8.311348727,379.5077385,18.24071162,4.180389312,0
,214.1723298,8985.911807,7.29797266,498.8039169,9.583323113,5.504749397,0
8.274069059,195.8033305,18091.20261,7.422104447,369.1983343,16.99633028,2.575423028,0
8.238878989,198.2134051,11451.31222,5.30898956,401.0637637,13.24332928,2.784712797,0
5.791154373,190.4316792,20288.23557,6.298365795,544.8574806,17.70683826,4.104834817,0
6.153368957,237.1398278,22052.03462,8.090493963,485.0984831,17.07526259,4.030337485,0
7.303051906,196.9528752,22053.01026,5.392692829,451.605924,14.66556053,4.14486994,0
7.5926723,177.0808395,14912.22551,6.041143672,355.2844423,17.16196607,3.341426728,0
6.784116115,189.6083467,12736.865,5.935771844,480.308581,20.60640864,4.072186608,0
5.606856131,211.5130972,32423.46269,6.812943275,446.3864036,20.92695018,4.070966098,0
,223.4431113,36290.74611,9.380013284,373.9201602,16.52049596,3.817778953,0
4.922045466,197.2872066,38494.72025,9.144953298,357.4707042,13.12594167,2.291694536,0
5.700784947,185.9222471,27365.10636,7.563100469,359.506553,15.0894408,3.978141279,0
,215.5784642,25338.61934,5.787190934,429.350268,11.85446068,3.13400015,0
10.67805626,168.6957663,7066.376917,4.86609241,327.6586444,16.29668848,4.308256961,0
7.602121475,199.3531655,11346.14345,6.900379647,210.319182,17.92578239,3.698874769,0
8.846281957,188.4150006,17734.94963,6.057867647,419.3955691,17.11544677,2.925037558,0
6.751698586,203.4004519,26325.8177,8.365470023,381.4403882,19.52731893,3.756006672,0
,148.1031295,13597.89604,5.733147894,357.7110601,13.27889595,3.619590635,0
,202.0798645,12519.09066,7.627523842,399.883388,12.74821674,4.43921524,0
5.088213197,159.9626123,39125.2092,6.055622508,400.1553243,20.18959951,2.600618679,0
6.954907217,159.7663994,21895.2857,4.493900098,482.5982702,10.66349163,3.169714976,0
8.983811794,204.6485152,15158.72175,8.645881893,416.8991601,14.61876666,2.445673388,0
9.519659984,204.0809451,17258.18835,6.154072581,395.6985382,17.06138947,3.994556136,0
4.700392724,195.3528073,35216.53427,7.91908316,539.4646482,9.852784882,3.481943696,0
10.38613293,200.8911924,17982.38726,5.845501641,336.2797071,14.31941121,4.921340625,0
5.746529194,183.4717941,35633.26851,6.066386357,354.1744375,12.54887108,3.808372006,0
,192.9703798,11125.44354,4.954923177,332.956298,15.16457414,4.699120987,0
,248.9546551,25253.07906,8.921733175,482.8469391,14.14225093,3.941073832,0
10.8112895,209.10305,11848.22827,10.14106005,393.1864462,15.47487594,4.416183694,0
8.966835973,228.6913547,16764.85476,7.137871354,456.4264885,12.59999831,3.654354962,0
,212.449974,5699.504942,6.647839934,269.3446352,18.0824904,2.27639196,0
6.848805453,204.8127108,20555.55957,9.775004066,389.6382279,12.29875322,3.130044763,0
8.861701557,200.6122986,15247.12803,6.050225266,521.7741145,13.78042674,3.579107242,0
4.252985001,149.9386547,20497.82222,3.271144024,427.1137557,16.0869495,3.58830042,0
6.729829904,229.4077836,23114.03183,9.73335611,521.8355248,13.14044719,4.724321913,0
5.924540482,186.6200684,44376.18738,6.614180463,273.4468382,12.75811532,4.224342509,0
6.783888468,193.6535806,13677.10644,5.171453573,477.8546873,15.05606409,3.250022229,0
7.390896679,219.3359778,25574.09172,8.76043438,553.0576632,17.73037119,4.325131645,0
6.470151959,176.7363757,30594.28067,4.39313815,524.9097809,16.61424751,3.125391112,0
6.93039147,190.1893878,25780.05908,6.259352881,481.7375593,14.04948264,3.699796036,0
9.302441188,236.5807942,5230.63043,8.300402168,367.8975629,12.86399234,3.675985498,0
7.421997644,220.3853144,15772.65317,9.157615312,463.2969139,16.98166011,3.603609581,0
6.583064856,163.3616035,17977.69394,6.542088,383.1245035,18.09454383,3.772858553,0
6.204429354,211.640958,35439.68784,6.236836217,552.4627918,8.660869468,4.106807505,0
9.066628054,203.3841234,22710.45837,5.962836939,496.1614524,18.3676209,4.055421251,0
4.713116701,209.3420509,20070.56779,6.591108949,354.1701813,14.02383447,3.923356036,0
10.58138599,213.7764386,11298.45009,7.668897441,497.1691281,17.97129472,2.966945651,0
7.574261237,227.9846646,8672.527773,7.335361864,433.6795425,11.23891367,3.686758983,0
6.138785152,158.422129,20129.97882,6.812142879,373.8436199,13.41781308,4.677289618,0
5.276323544,186.3825903,42063.8744,6.862988075,312.0025326,18.96441809,3.883029041,0
6.776879088,189.4388127,19663.79131,8.386403518,420.3573924,14.83156005,3.322065007,0
7.239415921,211.8728279,13911.82663,8.204071006,494.4169099,15.41647494,4.531825295,0
6.552279123,190.547678,15362.45238,6.928597413,353.0636591,14.89621036,3.443385019,0
8.408766231,210.7954061,27662.3971,6.634210113,555.580978,12.34483405,2.372791477,0
7.986398706,202.0939398,20447.49013,5.689518474,477.6688358,12.25839557,4.814779191,0
7.366915284,185.0435967,14151.76008,5.584369157,336.9568673,15.23382587,3.051316563,0
6.062738419,224.8411806,25842.58128,9.463390687,385.3916191,13.07474968,4.369454697,0
7.8564711,204.7834281,5619.135558,5.816703198,432.0431198,14.94772039,4.534681098,0
5.15839641,189.2957887,35086.39696,6.736118027,331.5867258,12.90979781,4.645852435,0
,197.5707363,17439.44406,6.226491278,406.0147939,16.69026572,3.458320001,0
6.39908051,230.0279326,23037.07683,10.51784849,452.9744803,13.62553323,2.620538023,0
7.394255556,207.9630384,29917.82021,7.816294444,392.4966653,13.17342626,4.263192772,0
4.443850856,240.1679012,24070.26365,9.768406489,533.968647,11.87758168,5.038118946,0
8.247148271,175.9118303,9913.963346,4.974506124,302.200496,11.07051143,3.94196926,0
4.902158989,214.6437558,28278.78928,9.915647165,375.0363685,15.5031442,3.499048523,0
6.86313625,194.5866593,23610.51756,8.193416004,439.2296156,14.6597409,4.319777195,0
6.66953238,190.7511649,16246.17319,6.372975148,383.245825,7.85208554,1.964863097,0
7.595669984,207.1154702,13486.14219,6.192662701,452.445746,14.81063041,3.403393177,0
8.163076383,183.1618528,20335.67651,6.028559417,475.2964708,18.24809789,3.287243971,0
8.87027826,193.3699479,16854.12946,5.180105641,355.470925,19.03221887,4.182740665,0
8.769676022,215.3687416,13969.43886,7.548543437,369.0166668,18.91918835,3.776718462,0
4.737391257,215.5295107,30684.21164,8.781904578,313.513502,11.07028905,3.853388072,0
7.790874862,196.4787124,24061.3496,6.78568519,471.5185364,15.34331564,3.076214341,0
,238.4095981,26493.07621,8.669944103,369.2838639,11.75993045,3.241267187,0
6.0873061,214.556086,11628.33668,7.231926685,344.0720282,13.23230789,3.666671803,0
7.651294226,200.7170513,11699.13355,6.64827278,420.8283622,18.86381748,3.258041647,0
4.771490669,200.3740756,48002.0846,9.165239145,310.9278353,18.76832821,3.936972573,0
,190.6306362,26913.37349,4.649166446,509.2848688,16.19894784,3.452821864,0
5.392057607,198.0171652,19900.40784,7.84322565,419.813956,14.61650918,2.978925445,0
5.477283049,165.4360934,29046.08352,5.523010781,488.7745948,17.26518634,6.35743852,0
6.364155674,193.5069028,22958.00999,6.674635069,432.1943573,16.27182497,4.764412042,0
,226.7656465,39942.9539,8.594714509,538.6218031,13.74474872,4.863377535,0
8.347949483,231.2031014,13533.23003,7.623603583,527.380871,18.66390108,4.217861431,0
6.615981652,194.980636,20919.05143,6.136369824,383.122057,9.684376378,4.635709127,0
8.312379503,203.7445475,8727.247349,7.456302258,543.3929883,15.47040047,2.98809301,0
6.836224939,166.7429616,24293.17266,6.861235192,390.8049553,16.00699084,3.666613686,0
6.385470898,231.4884577,26756.918,8.774356717,422.0677005,16.56311638,4.681716653,0
6.490037175,205.5415172,19397.32389,7.894244798,479.7861954,15.80508483,2.430883294,0
,236.3569746,24873.62278,9.410657998,479.0560337,13.52192326,5.284233272,0
6.648849186,181.6881221,30733.50384,5.961272224,257.7041794,17.75844368,4.827527398,0
,210.9797468,21174.40848,7.618884588,572.7434072,15.11084889,4.217553378,0
9.323583858,212.7106698,15751.1753,5.501070114,399.7737042,10.62226549,3.006650222,0
4.581968728,186.0979153,33897.0682,6.358402296,406.382378,19.69984804,4.500207625,0
7.884841993,229.2426598,21733.82804,7.903081469,368.7708937,11.63539928,4.631640754,0
6.168838539,238.3010478,24827.51664,7.720010959,482.6733273,22.09199022,4.435760073,0
7.230845307,177.5748031,17864.68939,5.818229016,367.6899918,19.91295017,5.622018081,0
,235.0045977,3900.913892,6.938729525,553.4940322,19.41801315,4.071343675,0
8.693104326,184.7728094,13283.77805,6.52181467,560.9659102,13.97834793,2.898223061,0
,194.8060914,32981.23946,9.554785291,286.7944316,10.41588906,3.231679693,0
4.797460182,190.3151268,21280.24656,6.188502912,357.4361934,11.71382102,4.038502789,0
9.319176393,199.3335654,14294.24035,7.784940449,338.44145,15.21529266,4.129230416,0
7.581687577,180.7491402,11989.24624,4.977306609,617.8835131,13.56125295,4.457282487,0
5.348213659,232.6685087,11797.92092,7.816284866,371.9106474,11.9756805,3.31116811,0
5.487876363,179.2069831,20162.01862,5.211430348,510.6093851,12.58847481,4.223576482,0
,206.577843,40710.52439,8.813666089,468.0517147,14.52349976,5.486132309,0
8.315959071,221.2702228,16123.30445,9.475801129,501.6739826,22.15974723,2.760212574,0
8.551077748,216.4159321,28909.29028,6.936782341,510.8950007,16.20237144,4.04637969,0
6.013160966,218.8432561,21573.74757,9.295852001,444.276635,14.74434737,3.455622541,0
5.744067537,173.8508816,28391.99819,7.017330331,336.0618031,16.89517971,3.171655208,0
5.218989651,164.7909916,27007.88691,6.592516959,422.2238018,14.07087898,4.383942554,0
,240.4297868,25959.6139,10.5715963,446.7429748,13.57347103,3.358353455,0
7.458707683,207.7865734,10513.29678,8.920632925,442.3681431,18.72530225,2.938082397,0
11.02787986,228.3227976,13124.10564,7.516643216,376.2319179,8.03385864,4.178897909,0
6.72958019,242.1641459,17975.55323,9.808651156,440.8594348,13.57122272,4.003458052,0
4.1502143,174.9267412,41489.63981,5.569868658,425.2500465,12.53400873,3.502370872,0
7.159398311,171.8161053,28954.80101,5.817090295,530.5264113,18.11704226,3.254926497,0
,235.4174567,13927.00251,8.551446845,446.4223567,14.13495393,3.66264816,0
6.209697437,169.3185048,22610.76871,4.875413881,549.2767283,17.01511804,3.893766831,0
,178.7777161,10490.83899,7.533042002,367.7586892,14.66895005,4.126407533,0
9.608533594,231.3402282,4544.841718,6.577834048,328.9044942,11.78961929,3.042796944,0
5.375895979,153.7128743,56867.85924,7.894086171,493.8884638,15.11602281,4.17421964,0
8.69712216,166.4527742,27752.00024,5.350923532,393.5557957,13.74866795,4.180567593,0
7.748928548,198.8430942,18939.93665,7.375883102,368.4028571,9.984033412,3.136945007,0
7.117917746,216.1163186,20067.57279,9.605650817,331.971661,17.5391297,4.213567957,0
8.31002902,212.6982764,40936.15339,7.703374743,365.4312125,12.97186896,4.775784922,0
5.524296531,157.1424243,26220.17421,6.344585275,475.3422715,16.90318031,4.033391218,0
10.20142576,190.799079,8918.8926,4.89987481,331.3789519,18.52543363,3.964449588,0
5.368125754,190.9379793,32619.31297,8.098838845,435.6664692,11.98363521,2.004142586,0
8.937802408,147.9168921,10562.46054,3.694274999,480.3202177,16.98075499,2.831234426,0
8.124207826,207.5095152,26489.1147,8.540837376,431.6256772,10.07559844,4.724456578,0
7.184973119,201.0792194,25234.42797,5.216684484,384.0115576,12.42753833,3.665410662,0
5.499489286,230.3087747,13902.96865,9.619574961,442.1670062,14.74078711,5.846826958,0
,256.6734691,8904.799818,9.711379814,324.9978244,16.84844375,3.371680094,0
5.319769073,204.202072,22390.79557,8.053558881,399.1190254,13.97408473,2.92573204,0
6.369111631,235.3409427,34456.80113,9.17093996,357.4172848,9.213267539,2.275903461,0
6.733493842,197.5626646,27430.44173,6.035086878,397.6849857,19.39402667,3.178003605,0
6.883015402,210.5022172,14298.41046,7.243682989,570.4242586,15.95833351,4.102291769,0
8.013516429,225.156452,20375.66827,7.83739765,382.0142489,12.66601633,4.44490059,0
8.272055091,204.2253291,24196.52268,8.448405225,500.6848732,15.15740752,5.140207743,0
8.746985976,148.3937237,22174.78114,5.459171833,407.3808249,15.89207853,4.763730536,0
8.154840855,202.3173348,25620.77137,7.651668438,597.8700732,11.80284674,3.696327575,0
9.045720545,222.1841691,22829.11084,7.609833076,558.7478629,15.35758277,4.213700444,0
8.922409559,207.5207264,13291.92261,8.560537109,468.5383258,15.69273832,4.081728016,0
5.961301572,182.108995,23926.07882,6.188790308,567.5261592,7.791637811,4.919585047,0
,205.4389768,20113.89757,7.248374249,558.9538726,23.95245044,3.651864699,0
8.184410006,166.6365538,17944.85238,4.038955039,363.2357556,12.53583833,4.5990822,0
7.636454091,238.9360743,18136.26158,11.08652625,514.9640601,8.637461294,3.332906497,0
7.775385593,193.0771683,15704.48209,7.881197242,301.7534765,13.37816481,3.309471716,0
7.617148871,196.606942,27080.26872,7.382754883,329.0166464,8.547283221,2.391540006,0
6.664934584,218.7700084,16477.35081,7.325000809,412.3085879,17.19268526,4.502138214,0
,182.1618803,30646.81528,6.325161655,404.1201524,14.71228463,3.855772964,0
8.815357953,208.331084,26780.69179,7.223961867,430.4068943,7.151750616,2.87588018,0
7.765635562,173.1855689,13736.34204,6.98410186,355.9980259,11.51512302,3.21444964,0
6.225152013,169.7411715,29533.60883,5.574917123,380.1147511,17.59550987,2.770822653,0
,223.7204305,15893.67441,8.289191784,360.4684842,15.23427716,4.157927298,0
8.56704382,160.217867,23683.11019,4.286930405,490.5125389,9.027167172,2.804926824,0
6.994194675,216.6653186,23027.38526,9.796329895,369.4680721,18.96725863,4.398900709,0
3.344588533,156.4799268,55334.7028,8.530101581,485.6311478,16.98060997,2.575141031,0
,198.6549758,20063.49033,9.539983929,412.9792013,9.767080689,4.565423282,0
,192.2541619,21762.61415,7.259638238,397.2628257,18.26121295,4.344804944,1
7.774468469,216.7528722,22316.39828,7.947534131,288.0685777,14.13669901,3.891097334,1
,172.7314328,28894.47697,4.250916792,559.6293401,21.34084926,2.959749614,1
7.203438849,168.4453579,22826.4847,6.283249716,437.3708632,16.41065407,6.389161009,1
6.150487601,240.8884224,6342.502843,9.609895813,354.3925259,12.34038423,3.551655811,1
,225.9590923,9660.658302,8.827654541,315.750909,16.71655697,3.959293615,1
6.767523658,203.7510557,21162.72673,5.232749728,334.9053758,13.21432417,3.300253498,1
8.037430327,148.4153089,48410.47101,4.755879695,392.9012057,12.4666097,2.506238127,1
8.177174974,210.44877,18626.14931,7.271672365,455.9274999,14.2479472,3.325638986,1
6.744799075,204.0843182,20215.69752,6.125251638,544.3393171,12.014243,4.86854263,1
7.603775446,214.682778,11459.62244,10.99999516,321.0690741,12.01067596,3.584985024,1
8.546145555,177.8462444,23349.48542,7.652073245,413.3215995,12.35738526,3.505300168,1
5.432512085,231.3515758,14970.64724,9.180703192,448.8647411,10.83824882,3.874425315,1
7.71408936,194.7382822,27336.96262,7.631357066,347.8292033,10.64178919,3.182582857,1
