LIMITBAL,AGE,PAY0,PAY1,PAY2,PAY3,PAY4,PAYMENT
230000,28,-2,-2,-2,-2,-2,0
200000,38,-2,-2,-2,-2,-2,0
100000,24,0,0,0,0,0,0
150000,47,0,0,0,0,0,0
50000,28,0,0,0,0,0,0
60000,29,0,0,0,0,0,0
70000,30,0,0,0,2,0,0
20000,23,-1,0,-1,0,0,0
50000,25,0,0,0,0,0,0
500000,33,2,2,-1,-1,-2,0
390000,49,1,-2,-2,-2,-2,0
90000,27,-2,-2,-2,-2,-2,0
10000,22,0,0,0,-1,-1,0
30000,24,-1,-1,-1,0,0,1
240000,35,1,-2,-2,-1,-1,1
180000,29,-1,0,0,0,0,0
70000,23,0,0,0,0,0,0
50000,26,-1,-1,-1,-1,-1,0
20000,46,0,0,0,0,0,0
260000,36,0,0,0,0,0,1
160000,26,-2,-2,-2,-2,-2,1
250000,42,0,0,-2,-2,-2,0
20000,49,-1,-1,-1,-1,-2,0
210000,37,-1,-1,-1,-1,-1,0
100000,35,2,0,0,2,2,1
100000,28,0,0,0,0,0,0
230000,34,-2,-2,-2,-2,-2,0
20000,25,0,0,0,0,0,1
40000,24,0,0,0,0,0,1
100000,51,-1,-1,-1,0,0,0
20000,26,0,0,0,0,0,0
140000,32,0,0,0,0,0,0
50000,23,2,2,2,0,0,0
30000,26,0,0,-1,0,0,0
80000,28,0,0,0,-2,-2,0
20000,31,0,0,0,0,0,1
210000,26,0,0,0,0,-1,0
220000,33,-1,-1,-1,-1,-1,0
150000,30,0,0,0,0,0,0
200000,28,-1,-1,-1,-1,-1,0
200000,28,2,2,2,2,0,1
50000,39,0,0,0,0,0,0
80000,28,0,0,0,0,2,0
310000,32,-2,-2,-2,-2,-2,1
210000,29,0,0,0,0,2,0
140000,40,2,0,0,2,2,1
20000,32,0,0,0,0,0,0
10000,23,1,-2,-2,-2,-2,0
250000,30,0,-1,2,0,0,0
280000,31,1,-1,-1,0,0,0
210000,48,-1,-1,-1,0,-1,0
10000,54,0,0,2,2,0,0
60000,59,0,0,0,0,-1,0
180000,38,0,0,-2,-2,-2,0
10000,31,1,-2,-2,-2,-2,0
200000,41,-2,-1,2,0,-1,0
120000,29,-1,-1,-1,-2,-1,0
160000,28,0,0,0,0,0,0
180000,48,0,0,0,0,0,0
60000,42,0,0,0,0,0,0
80000,27,0,0,0,0,0,0
200000,27,-1,0,-1,-1,-1,0
20000,22,1,2,0,0,2,1
360000,31,0,0,-2,-2,-2,0
140000,43,1,2,0,0,0,0
110000,46,0,0,2,2,0,1
360000,33,1,-2,-2,-1,0,0
30000,22,-1,-1,-1,0,0,0
100000,25,0,0,0,0,-2,0
60000,34,0,0,0,0,0,1
130000,32,1,-2,-1,-1,-2,0
240000,34,-1,-1,-1,-1,-1,0
210000,35,2,2,2,0,0,1
360000,25,-1,-1,-1,0,0,0
30000,22,1,2,2,0,0,0
480000,49,1,-1,-1,-1,-1,0
90000,49,-1,-1,-2,-2,-2,0
50000,42,0,0,0,0,0,0
20000,41,0,0,0,0,0,0
160000,27,-2,-2,-1,-1,-1,0
90000,24,0,0,0,0,0,0
300000,34,-2,-2,-2,-2,-2,0
500000,43,-1,-1,-1,-1,-1,0
130000,36,1,-2,-2,-2,-2,1
250000,62,0,0,0,0,0,0
10000,25,2,0,0,0,0,1
340000,30,0,0,-1,-1,-1,0
60000,24,-1,0,0,0,0,0
50000,47,0,0,0,0,0,0
170000,34,-1,-1,2,0,-1,0
490000,51,-1,-1,-1,-1,-1,1
20000,26,0,0,0,0,2,1
550000,47,0,0,0,0,0,0
340000,39,0,0,0,0,0,0
10000,32,0,0,0,0,0,0
230000,25,-2,-2,-2,-2,-2,0
30000,39,1,2,0,0,0,0
200000,42,-1,-1,0,0,-2,0
450000,37,0,0,-1,-1,-1,0
380000,44,0,0,0,0,0,1
50000,31,2,0,0,0,0,1
80000,27,0,0,0,0,0,0
150000,42,1,-2,-2,-1,-1,1
50000,44,0,0,0,0,-1,0
210000,39,1,-2,-2,-2,-2,0
100000,24,0,0,0,0,0,0
100000,38,0,0,0,0,0,0
500000,45,0,0,0,0,0,0
30000,58,0,0,0,0,0,0
50000,46,0,-1,0,0,0,0
50000,23,-2,-2,-2,-2,-2,0
420000,36,-1,-1,-1,-1,-1,0
30000,32,2,2,0,0,0,1
240000,32,0,0,0,0,0,0
80000,55,0,0,0,0,0,0
330000,45,0,0,0,0,0,1
50000,30,1,2,2,0,0,1
200000,42,-2,-2,-2,-2,-2,1
210000,34,1,-2,-1,-1,2,0
130000,31,1,2,2,2,0,0
390000,28,-1,0,0,0,0,0
100000,40,0,0,-1,-1,-2,0
140000,33,0,0,0,0,0,0
80000,35,2,2,2,2,2,1
50000,42,1,3,4,3,2,1
50000,25,0,0,0,0,0,0
360000,39,1,-2,-2,-2,-1,0
170000,49,1,2,0,0,0,1
50000,41,0,0,0,0,0,0
310000,25,2,0,0,0,0,1
210000,31,-1,-1,-1,-1,-1,1
140000,37,0,0,0,0,0,0
150000,37,0,0,0,0,0,0
170000,40,-1,-1,-1,-1,-1,1
260000,25,-1,2,-1,0,0,1
170000,26,0,0,0,0,2,0
310000,35,1,-2,-1,0,0,0
50000,23,0,0,0,0,0,0
260000,35,2,2,-2,-1,0,1
100000,27,0,0,2,2,2,1
40000,25,0,0,0,0,2,0
180000,46,1,2,2,2,2,0
50000,41,2,2,2,0,0,0
200000,29,-1,-1,-1,0,-1,1
320000,53,0,0,0,0,0,0
220000,45,-1,-1,-1,-1,-1,0
180000,46,0,0,0,0,0,0
50000,36,0,0,0,0,0,1
50000,22,0,0,0,0,0,0
150000,32,0,0,0,0,0,0
120000,38,-1,-1,2,-1,-1,0
30000,34,0,0,0,0,0,0
10000,43,-1,0,0,0,-2,1
380000,34,-2,-2,-2,-2,-2,0
320000,38,1,-2,-2,-2,-2,1
30000,41,0,-1,-1,0,-1,0
470000,29,0,0,0,0,0,0
80000,40,0,0,0,0,0,0
20000,60,-1,-1,2,0,0,0
120000,51,0,0,2,0,0,0
150000,37,1,-2,-1,0,0,0
200000,43,0,0,0,0,0,0
20000,40,0,0,0,0,0,0
170000,36,0,0,0,0,0,0
150000,34,-1,-1,-2,-1,0,0
160000,30,-1,-1,-1,-1,-1,0
280000,32,-1,-1,-1,-1,-1,0
60000,42,2,0,0,0,0,1
100000,44,0,0,0,0,0,0
360000,48,0,0,0,0,0,0
500000,44,-2,-1,0,0,0,0
290000,30,0,0,0,0,0,1
160000,31,-2,-2,-2,-1,-1,0
50000,47,0,0,0,0,0,0
250000,35,0,0,0,0,0,0
350000,42,-1,-1,-1,-1,-1,0
100000,22,0,0,0,0,0,0
30000,33,1,2,0,0,0,0
450000,36,1,-1,-1,-2,-2,0
20000,40,-1,-1,0,0,0,0
30000,26,0,0,0,0,0,0
150000,47,0,0,0,2,0,0
30000,36,1,3,2,0,0,0
10000,23,0,0,0,0,0,0
50000,47,0,0,0,0,2,0
50000,22,0,-1,-1,-1,-1,0
130000,23,2,2,2,0,0,0
50000,22,0,0,0,0,0,0
180000,25,0,0,0,0,0,0
30000,47,2,2,2,0,0,1
60000,24,0,0,0,0,0,0
200000,26,0,0,0,0,0,0
30000,23,0,0,-1,-1,-1,0
320000,36,0,0,0,0,0,0
360000,37,-1,2,2,-2,-2,0
60000,39,0,0,2,0,0,0
50000,28,-2,-2,-1,0,0,0
30000,35,2,2,2,2,2,0
50000,31,1,2,0,0,0,0
70000,24,0,0,0,0,0,0
310000,44,1,-1,-1,-2,-2,0
170000,39,-1,-1,-1,-1,-1,0
150000,49,-2,-2,-2,-2,-2,0
120000,30,-1,-1,-1,-1,-1,0
100000,33,0,0,0,0,0,0
140000,41,2,2,2,0,0,1
180000,47,-1,0,0,0,0,0
20000,51,0,0,-1,0,0,0
80000,25,1,-2,-2,-2,-2,0
200000,39,0,0,0,0,0,0
200000,27,0,0,2,0,0,0
30000,42,0,0,2,-1,-1,0
250000,40,-2,-2,-2,-2,-2,0
50000,30,1,2,3,2,2,0
250000,31,-2,-2,-2,-2,-2,1
140000,25,0,0,0,0,0,0
170000,31,2,-1,-1,0,0,0
240000,47,-2,-2,-2,-2,-2,0
140000,37,0,0,0,0,0,0
50000,28,0,0,0,0,0,0
240000,47,1,2,2,2,2,1
420000,57,-1,-1,-1,-1,-1,0
220000,53,-1,-1,-1,-1,-1,0
70000,28,0,0,0,0,0,0
90000,28,0,0,0,0,0,0
220000,40,-2,-2,-2,-2,-2,0
200000,27,0,0,0,0,0,0
240000,55,0,0,0,0,0,0
310000,28,0,0,-1,-1,-1,0
80000,34,2,2,2,0,0,1
290000,38,0,0,0,0,0,0
260000,43,0,0,0,0,0,1
120000,43,1,-2,-2,-2,-2,1
260000,32,-1,-1,2,-1,-1,0
360000,39,-1,2,2,-2,-2,0
30000,36,0,0,0,0,0,1
30000,22,0,0,0,2,0,1
20000,22,0,0,0,0,0,0
240000,25,0,0,0,0,0,0
200000,31,7,6,5,4,3,1
70000,38,0,0,2,0,0,0
200000,23,-2,-2,-2,-2,-2,0
150000,31,-1,-1,-1,0,0,0
160000,35,0,0,0,0,0,0
180000,30,0,0,0,0,0,0
190000,39,0,0,0,0,0,0
20000,22,0,0,0,0,0,0
150000,27,0,0,0,0,0,0
310000,35,0,0,0,0,0,0
180000,36,0,0,0,0,0,0
80000,24,0,0,0,0,0,1
350000,41,0,0,0,0,0,0
50000,47,0,0,0,0,-2,0
90000,23,2,0,0,0,0,0
220000,35,0,0,-1,-1,-1,0
50000,25,2,3,2,2,2,1
90000,46,-1,2,-1,-1,-1,0
400000,30,0,0,-1,-1,-1,0
210000,40,-1,-1,0,0,0,0
180000,39,2,2,2,2,2,1
500000,55,-1,-1,-1,0,0,0
260000,39,2,0,0,2,0,1
180000,26,0,0,0,0,0,0
180000,34,-1,-1,-2,-2,-1,1
30000,24,0,0,0,0,0,0
360000,33,0,0,0,0,0,0
280000,47,-1,2,2,-1,0,0
100000,27,1,2,0,0,0,1
50000,49,0,0,0,0,-1,0
20000,31,0,0,0,0,0,0
80000,27,-2,-2,-2,-2,-2,1
110000,36,1,-1,-1,-2,-2,0
50000,25,1,-1,2,-1,0,1
50000,50,0,0,0,-1,-1,1
20000,33,0,0,0,2,0,0
200000,41,0,0,0,0,-2,0
250000,44,1,-1,-1,0,0,0
150000,33,1,-2,-2,-2,-2,1
50000,23,1,-2,-2,-2,-2,1
200000,38,-1,-1,2,2,2,0
220000,38,0,0,0,0,0,0
60000,36,-2,-2,-2,-2,-2,0
100000,43,0,0,0,0,0,0
20000,46,0,0,0,0,0,0
140000,28,1,3,4,3,2,1
50000,46,0,0,0,0,-2,1
50000,28,0,0,0,0,0,0
120000,30,-1,-1,-1,-1,0,0
120000,39,1,-2,-2,-2,-1,0
30000,38,0,0,0,0,0,0
180000,26,1,-2,-2,-2,-1,0
500000,46,0,0,0,0,0,0
420000,44,0,0,0,0,0,0
20000,45,0,0,0,0,2,0
50000,24,0,0,0,0,0,1
260000,30,0,0,0,0,0,0
50000,27,0,0,0,0,-1,0
50000,26,-1,-1,-1,-1,-1,0
50000,49,0,0,0,0,0,0
100000,49,0,0,0,0,0,0
50000,24,4,3,2,2,2,1
180000,27,0,0,0,0,0,0
240000,38,1,-2,-2,-2,-2,0
30000,38,2,0,0,0,0,0
30000,60,-1,3,2,0,0,1
270000,45,0,0,0,0,0,0
30000,57,-1,-1,-1,-1,-1,1
200000,31,-1,-1,-1,-1,-1,1
40000,29,-1,0,0,-2,-2,1
360000,31,-2,-2,-2,-2,-2,0
150000,57,-1,-1,-1,-1,-1,0
80000,24,0,0,0,0,0,1
300000,32,1,-1,-1,-1,-1,0
220000,32,0,0,0,0,0,0
110000,42,-1,-1,-1,-1,-1,0
50000,30,0,0,0,0,0,0
50000,60,0,0,0,0,0,0
230000,37,-1,-1,0,0,0,0
50000,27,2,2,2,2,0,1
240000,39,0,0,0,0,0,0
130000,26,0,-1,-1,-1,-2,0
160000,34,0,0,0,0,0,0
210000,31,0,0,0,0,0,0
210000,32,-1,0,0,0,-1,0
330000,47,0,0,0,0,0,0
110000,51,0,0,0,2,2,0
120000,28,1,2,2,2,2,0
100000,29,-1,-1,-1,-1,-1,0
210000,34,0,0,0,0,0,0
350000,31,0,0,0,0,0,0
180000,25,0,0,0,0,0,0
150000,28,0,0,0,0,0,0
50000,37,1,2,0,0,0,0
230000,47,-1,-1,-1,-1,-1,0
30000,39,2,2,0,0,0,1
90000,24,2,2,2,2,2,1
390000,24,0,0,0,0,0,0
50000,25,2,2,2,2,2,1
320000,39,0,0,0,-1,-1,0
20000,34,0,0,0,0,0,0
200000,41,0,0,0,0,0,0
500000,40,-2,-2,-2,-2,-2,1
190000,28,1,-2,-2,-2,-2,0
70000,25,2,0,0,0,0,1
220000,35,-1,-1,-1,-1,-1,1
50000,28,0,0,0,0,2,0
50000,37,0,0,0,0,0,0
50000,46,2,2,2,2,2,0
70000,42,0,0,0,0,0,0
80000,26,0,0,0,0,0,0
50000,41,0,0,0,0,0,0
150000,27,-1,-1,-2,-2,-2,0
300000,36,-2,-1,-1,-2,-2,0
50000,25,0,0,0,0,0,0
170000,42,0,0,0,0,-2,0
350000,37,-2,-2,-2,-2,-2,0
470000,33,0,0,0,0,0,0
20000,25,0,0,0,0,0,0
140000,26,1,-1,0,0,0,0
60000,23,1,2,2,0,0,0
160000,23,0,0,2,2,0,0
150000,26,0,0,0,0,0,0
20000,23,-1,-1,-1,-1,-1,0
210000,35,-1,-1,-1,0,-1,0
50000,23,-1,-1,0,0,0,0
210000,31,-1,-1,-1,0,0,0
280000,44,-2,-1,-1,-1,-1,0
300000,36,-1,0,0,-1,-1,0
230000,37,0,0,0,0,0,0
250000,47,-2,-2,-2,-2,-2,0
500000,36,-1,-1,-1,0,0,0
50000,48,0,0,0,0,0,0
50000,46,0,0,0,0,0,0
150000,36,0,0,0,0,0,0
180000,53,1,-2,-1,-1,-1,0
450000,37,0,0,0,0,0,0
70000,24,1,2,0,0,0,0
110000,40,0,0,0,0,0,0
200000,43,1,2,0,0,0,1
210000,37,1,-2,-2,-2,-2,0
320000,36,0,0,0,0,0,0
20000,37,0,0,0,0,0,1
130000,29,-1,-1,2,0,0,0
20000,29,0,0,0,-1,-1,0
210000,39,-1,-1,2,2,-1,0
30000,33,0,0,0,0,0,1
60000,36,1,2,2,0,0,1
110000,49,0,0,0,0,0,0
130000,32,-1,-1,-1,-2,-2,0
500000,38,0,0,0,0,0,0
500000,38,0,0,0,-1,-1,1
100000,35,-1,2,2,-1,-1,1
220000,25,0,0,-1,0,-1,0
50000,40,0,0,0,0,0,0
500000,49,-1,-1,-1,-1,-1,0
50000,29,-1,-1,-1,0,-1,1
200000,45,-2,-2,-2,-2,-2,0
320000,50,-1,0,-1,-1,-1,0
450000,29,1,2,0,0,0,0
20000,26,8,7,6,5,4,0
310000,44,-1,-1,-2,-2,-2,0
120000,23,0,0,0,0,0,1
200000,48,0,0,0,0,0,0
50000,53,0,0,0,0,0,0
130000,48,0,0,0,-2,-2,0
50000,23,0,0,0,0,0,0
130000,26,0,0,0,2,2,1
50000,42,0,0,0,0,-1,0
30000,32,2,0,0,0,0,0
30000,34,2,2,2,2,2,1
160000,34,-1,-1,-1,-1,-1,1
50000,27,0,0,0,0,2,0
80000,28,0,-1,-1,0,0,0
60000,25,0,0,0,0,0,0
230000,27,1,2,0,0,-1,0
390000,30,0,0,0,0,0,0
110000,28,0,0,0,0,0,0
50000,24,1,-2,-2,-2,-2,0
20000,35,1,2,2,-2,-2,1
100000,29,0,0,0,-2,-2,0
70000,33,0,0,0,0,0,0
150000,31,2,2,0,0,0,0
390000,31,0,0,0,0,0,0
50000,22,0,0,0,-1,-1,0
90000,26,2,2,-1,2,0,0
290000,30,0,0,0,-1,0,1
20000,24,0,0,2,0,0,0
90000,28,0,0,2,2,2,1
260000,48,0,0,0,0,0,0
90000,26,0,0,0,0,0,0
100000,27,3,2,0,0,-1,1
150000,31,0,0,0,0,0,0
60000,46,0,0,0,0,0,0
80000,42,2,0,0,0,0,0
80000,24,-1,-1,-1,-1,-1,0
30000,26,1,2,0,0,0,0
20000,38,-1,-1,-1,-1,-1,0
50000,24,0,0,-2,-2,-2,0
250000,37,0,0,-1,-1,-1,0
50000,22,0,0,0,0,0,1
120000,32,0,0,-1,-1,-1,0
20000,36,1,-2,-2,-2,-2,0
280000,33,-1,-1,-1,-1,-1,0
50000,35,0,0,0,0,0,0
360000,49,-2,-2,-2,-2,-2,0
100000,32,-1,-1,-1,-1,2,1
140000,42,2,2,2,2,2,0
170000,33,0,0,0,0,0,0
50000,33,-1,0,0,0,0,0
50000,46,0,0,0,0,0,0
120000,47,-1,-1,-1,0,0,1
170000,38,0,0,0,0,2,0
380000,43,-1,0,0,0,0,0
400000,37,0,0,0,0,0,0
50000,30,0,0,0,0,0,0
440000,42,1,-2,-2,-2,-2,0
30000,24,2,2,2,2,2,0
470000,39,-1,-1,-1,-1,-1,0
180000,40,-1,-1,-2,-1,-1,0
110000,32,0,-1,-1,-2,-2,1
300000,25,0,0,0,0,0,0
120000,31,-1,-1,-1,-1,-1,0
220000,33,-2,-2,-2,-2,-1,0
50000,27,0,0,0,0,-1,0
100000,43,1,-2,-2,-2,-1,0
170000,30,-2,-2,-2,-2,-2,0
360000,37,-1,-1,-1,-1,-1,0
180000,43,0,0,0,-2,-2,0
120000,27,0,0,0,0,0,0
210000,32,-2,-1,-1,-1,-1,0
60000,56,0,0,0,0,0,1
130000,40,0,0,0,0,0,0
50000,36,0,-1,0,0,0,0
50000,52,1,2,0,0,2,1
100000,33,-1,-1,-2,-2,-2,1
150000,43,0,0,0,0,0,0
240000,38,2,-1,-1,0,0,1
120000,38,-2,-2,-2,-2,-2,0
80000,32,-1,-1,-1,-1,-1,1
210000,27,2,2,0,0,0,1
80000,37,-1,2,-1,0,0,0
50000,38,0,0,2,0,0,1
50000,52,0,0,0,0,0,0
330000,34,-1,-1,-1,-1,-1,0
230000,28,0,-1,-1,-1,-1,0
30000,44,4,3,2,2,-2,1
50000,41,2,0,0,0,0,1
220000,37,2,2,0,0,0,0
270000,27,0,0,0,0,0,0
160000,44,0,0,0,0,0,0
10000,24,1,2,2,2,2,0
20000,25,0,0,0,0,0,0
30000,25,2,2,2,0,0,1
210000,32,0,0,0,2,0,0
250000,50,0,0,2,0,0,0
50000,28,0,0,0,0,0,0
180000,28,-2,-2,-2,-2,-2,0
200000,35,-1,-1,-1,-1,-1,0
350000,38,-2,-2,-1,0,0,1
20000,22,0,0,0,0,0,0
30000,36,0,0,0,-2,-2,1
20000,34,2,0,0,2,2,0
140000,59,2,0,0,0,0,1
30000,44,2,2,2,0,0,1
180000,30,0,0,-1,0,0,0
20000,25,0,0,0,0,0,0
100000,36,2,2,2,2,2,1
100000,36,0,0,2,0,0,1
20000,45,-2,-2,-2,-2,-2,0
350000,31,0,0,0,2,0,1
80000,32,0,0,0,0,0,0
120000,49,0,0,0,0,0,0
210000,30,-1,0,0,0,0,0
120000,37,-1,-1,-1,-1,-1,0
20000,22,0,0,2,0,0,0
200000,25,-2,-2,-2,-2,-1,0
50000,54,-1,4,3,2,3,0
170000,37,-2,-2,-2,-2,-2,0
450000,37,1,-1,-1,-2,-2,0
300000,34,-1,-1,-1,-1,-1,0
300000,36,0,0,0,0,0,0
280000,37,-2,-1,-1,-2,-2,0
170000,39,0,0,0,0,0,0
60000,38,2,0,0,0,2,1
50000,29,0,0,0,0,0,0
380000,38,-2,-2,-2,-1,-1,0
70000,40,2,0,0,2,2,1
430000,48,-2,-2,-2,-2,-2,0
180000,38,-1,-1,-1,-1,-1,0
330000,41,1,2,2,2,2,0
250000,26,-1,-1,-2,-2,-1,0
480000,38,0,0,0,0,0,0
210000,37,-1,-1,-1,2,-1,0
160000,26,0,0,0,0,-1,0
390000,29,1,2,0,0,0,0
280000,44,1,-2,-2,-2,-2,0
50000,33,-2,-2,-2,-2,-2,0
350000,60,1,-1,-1,-1,-2,1
230000,40,-2,-2,-2,-2,-2,0
200000,36,-2,-2,-2,-2,-2,0
30000,47,0,0,0,0,0,0
50000,37,-1,-1,-1,-1,-1,0
180000,26,0,0,0,-1,-1,0
150000,45,0,0,0,0,0,1
70000,27,0,0,0,0,0,0
150000,26,0,0,0,0,0,0
50000,25,1,2,2,0,0,0
430000,42,0,0,0,0,0,0
70000,25,-1,2,2,2,2,1
20000,36,1,-1,-1,-1,-1,0
310000,33,-2,-2,-2,-2,-2,1
160000,23,0,0,0,0,0,0
30000,38,1,2,0,0,0,0
480000,39,-2,-2,-1,-1,-1,0
180000,28,0,0,0,2,0,1
210000,40,-1,-1,0,0,0,0
360000,30,-1,-1,-1,-1,-1,1
180000,31,2,2,0,0,0,0
200000,29,1,2,0,0,2,0
50000,22,0,0,-1,0,0,1
240000,48,0,-1,-1,-2,-1,1
180000,29,0,0,0,0,0,0
80000,33,-1,-1,0,-1,-1,0
50000,32,0,0,0,0,0,0
280000,36,0,0,0,0,0,0
70000,29,0,0,0,0,0,0
400000,36,-1,-1,-1,-1,-1,0
210000,45,-1,-1,-1,-1,-1,0
80000,33,0,0,0,0,0,0
30000,24,2,2,7,7,7,0
310000,29,2,2,2,-1,2,0
360000,27,1,-2,-2,-2,-2,0
200000,28,-1,0,0,0,-1,0
50000,33,0,0,0,0,0,0
320000,41,0,0,0,0,0,0
60000,27,0,0,0,2,2,0
230000,30,2,2,2,2,2,0
150000,44,-1,-1,-1,-2,-2,1
360000,39,-1,-1,-1,-1,-1,0
50000,34,0,0,0,0,0,0
280000,37,-1,-1,-1,-1,-1,0
50000,50,0,0,0,0,0,0
500000,32,0,0,0,0,0,0
400000,41,0,0,0,0,0,1
280000,28,-2,-2,-2,-2,-2,0
360000,41,0,0,0,0,0,0
260000,29,1,-1,0,-1,-1,1
330000,42,0,0,0,0,0,0
350000,33,-2,-2,-1,0,0,0
500000,39,-1,-1,-1,-1,-1,0
440000,35,0,0,0,0,0,0
260000,28,0,0,0,0,0,0
500000,48,0,0,0,0,2,0
100000,35,0,0,0,0,0,0
70000,47,0,0,0,0,0,0
440000,43,0,0,0,0,0,0
220000,44,-1,0,0,0,0,0
160000,32,-1,-1,-1,-1,-1,0
200000,46,-1,2,-1,-1,2,0
30000,25,0,0,0,0,0,0
110000,27,0,0,0,0,0,0
60000,43,0,0,0,0,0,0
260000,28,-1,-1,-1,-1,-1,0
110000,36,0,0,0,0,0,0
260000,44,0,0,0,0,0,0
280000,32,0,0,0,0,0,0
210000,30,-1,-1,-1,0,-1,0
80000,37,0,-1,0,0,0,0
200000,37,0,0,0,0,0,0
100000,33,2,2,0,0,0,0
210000,42,-1,-1,-1,-1,-1,0
140000,35,1,2,0,0,0,0
180000,29,0,0,0,0,2,0
240000,34,0,0,0,0,0,0
150000,24,-1,-1,-1,0,0,0
80000,54,0,0,0,0,0,1
210000,37,0,0,-2,-2,-2,1
180000,28,0,0,0,0,0,0
100000,26,0,0,0,0,0,0
20000,28,0,0,0,0,0,0
140000,34,0,0,0,0,0,0
200000,40,-2,-2,-2,-2,-2,0
80000,25,0,0,0,0,0,0
20000,49,1,2,2,2,0,1
80000,24,-2,-2,-2,-2,-2,0
170000,41,0,0,0,0,0,0
70000,41,2,2,2,2,2,1
90000,40,-1,-1,-1,-1,-1,0
30000,30,0,0,0,0,0,0
50000,25,-1,-1,-1,-1,-1,0
50000,21,-1,-1,-1,-1,-1,1
260000,39,0,0,0,0,0,0
360000,33,-1,-1,-1,-1,-1,0
500000,52,-2,-2,-2,-2,-2,1
160000,46,2,2,0,0,0,0
460000,39,0,0,0,0,0,0
20000,26,2,0,0,0,0,1
360000,25,1,-1,2,0,-1,0
300000,38,-1,-1,-1,-2,-2,0
70000,28,1,3,2,2,2,1
50000,26,0,0,0,0,0,0
150000,51,0,0,0,0,0,0
390000,42,-1,-1,-1,-1,-1,0
280000,37,0,0,0,0,0,0
50000,28,0,0,-1,-1,-1,0
280000,38,1,-2,-1,-1,-1,1
50000,41,1,-2,-2,-2,-2,0
50000,32,0,0,0,2,0,0
150000,28,-2,-2,-2,-2,-2,0
120000,31,1,-1,-1,0,-1,1
360000,37,0,0,0,-1,-1,0
20000,33,-1,0,0,0,0,0
50000,46,0,0,0,0,-2,0
20000,23,1,2,2,2,0,1
90000,35,0,0,0,0,0,1
230000,35,0,0,0,0,0,0
20000,22,-1,2,0,0,0,0
100000,23,-2,-2,-2,-2,-2,0
270000,26,0,0,0,0,0,0
160000,28,-1,-1,-1,-1,-1,0
80000,29,0,0,0,0,0,0
10000,24,2,0,0,0,0,1
500000,27,-2,-2,-2,-2,-2,0
90000,43,-1,-1,2,-1,-1,0
150000,59,-2,-2,-2,-2,-2,0
50000,49,0,-1,-1,-1,0,0
260000,48,0,0,0,0,-1,0
50000,22,-2,-1,0,0,0,0
30000,28,-1,2,2,0,0,1
70000,26,2,2,2,2,0,0
360000,52,1,-2,-2,-2,-2,1
430000,39,-2,-1,-1,-1,-1,0
50000,23,-1,0,0,0,0,0
150000,26,0,0,2,0,0,0
70000,23,1,2,0,0,2,1
150000,25,0,0,0,0,0,0
110000,38,0,0,0,0,0,0
20000,38,-1,0,0,3,2,1
20000,39,0,0,0,0,2,0
50000,31,-2,-2,-2,-2,-2,0
10000,33,0,0,0,0,0,0
20000,24,0,0,2,0,0,0
180000,34,1,-2,-2,-2,-2,1
60000,26,0,0,2,0,0,1
20000,30,1,2,2,2,2,1
70000,25,0,0,0,0,0,0
60000,38,0,0,0,0,0,0
200000,28,-2,-2,-2,-2,-2,0
200000,34,1,-2,-1,0,0,1
300000,37,-1,-1,0,-1,-1,0
390000,34,-1,-1,-1,-1,-1,0
80000,23,0,0,0,0,0,0
100000,25,-1,-1,-1,-1,0,0
230000,30,1,2,2,3,2,0
40000,49,1,-2,-2,-2,-2,0
180000,25,0,0,0,0,0,0
420000,28,0,0,0,0,0,0
20000,59,0,0,-1,-1,-1,0
340000,31,-1,0,0,0,0,0
20000,25,2,2,2,2,2,1
320000,52,0,0,0,0,0,0
360000,39,-2,-2,-2,-2,-2,0
100000,29,0,0,0,0,0,0
310000,36,-2,-2,-2,-2,-2,0
140000,24,0,0,0,0,0,0
200000,33,1,2,2,2,0,0
30000,28,-1,-1,-2,-1,-1,1
130000,25,0,0,0,0,0,0
20000,44,0,0,2,0,0,0
120000,57,0,0,0,0,0,0
190000,32,-2,-2,-2,-2,-2,0
50000,26,0,0,0,0,0,0
130000,27,0,0,0,0,0,0
220000,48,0,0,0,0,0,1
200000,29,0,0,0,0,0,0
50000,59,0,0,0,0,0,0
30000,26,2,2,2,2,2,0
200000,33,1,-2,-2,-2,-2,0
400000,50,2,-1,-1,-1,-1,1
120000,41,0,0,0,0,0,0
60000,38,0,0,0,0,0,0
150000,25,-1,-1,0,0,0,0
240000,44,-2,-1,-1,2,2,0
130000,29,-1,-1,-2,-2,-2,0
200000,40,2,0,0,2,2,1
240000,56,2,2,-2,-2,-2,1
30000,22,-1,-1,2,0,0,1
50000,26,0,0,0,0,0,0
30000,26,2,0,0,0,2,0
310000,33,-2,-2,-2,-2,-2,0
120000,28,2,2,2,2,0,1
290000,34,0,0,0,0,0,0
50000,45,0,0,0,0,0,0
130000,27,0,0,0,0,0,0
50000,30,0,0,0,0,0,0
210000,33,-1,-1,-1,-2,-1,0
50000,47,1,3,2,0,0,1
10000,40,0,0,0,0,0,0
10000,22,0,0,0,0,0,0
80000,24,2,2,3,2,3,1
360000,65,1,-2,-2,-2,-2,1
530000,32,-2,-2,-1,0,0,0
20000,46,0,0,0,0,0,0
170000,42,0,0,0,0,0,0
220000,33,-1,-1,-1,-1,-1,0
180000,40,-1,-1,-1,0,-1,0
440000,37,-1,-1,-1,-1,-1,0
20000,62,2,0,0,0,0,1
